0.193	0.302904	0.384986
0.186121	0.305747	0.370693
0.179357	0.30853	0.357087
0.172701	0.311253	0.344136
0.166147	0.313918	0.33181
0.159689	0.316525	0.320079
0.153323	0.319075	0.308915
0.147043	0.32157	0.298292
0.140845	0.324008	0.288184
0.134723	0.326392	0.278566
0.128673	0.328722	0.269416
0.122692	0.330999	0.260711
0.116775	0.333222	0.252429
0.110918	0.335393	0.244551
0.105119	0.337511	0.237057
0.0993732	0.339578	0.229929
0.0936781	0.341593	0.223149
0.0880307	0.343558	0.216701
0.0824281	0.345472	0.210568
0.0768677	0.347335	0.204735
0.071347	0.349149	0.199187
0.0658636	0.350912	0.193911
0.0604154	0.352626	0.188894
0.0550002	0.354291	0.184123
0.049616	0.355906	0.179586
0.0442611	0.357472	0.175271
0.0389337	0.358989	0.171168
0.0336321	0.360458	0.167266
0.0283549	0.361878	0.163556
0.0231005	0.363249	0.160028
0.0178678	0.364572	0.156673
0.0126553	0.365846	0.153482
0.00746204	0.367072	0.150448
0.00228684	0.36825	0.147562
-0.00287128	0.369379	0.144818
-0.00801325	0.37046	0.142208
-0.0131399	0.371493	0.139727
-0.0182521	0.372477	0.137366
-0.0233506	0.373414	0.135121
-0.0284359	0.374302	0.132985
-0.0335088	0.375142	0.130954
-0.0385697	0.375933	0.129021
-0.0436193	0.376676	0.127183
-0.0486579	0.377371	0.125434
-0.0536859	0.378018	0.12377
-0.0587038	0.378616	0.122186
-0.0637118	0.379165	0.120679
-0.0687102	0.379667	0.119245
-0.0736994	0.380119	0.11788
-0.0786794	0.380523	0.116581
-0.0836504	0.380878	0.115344
-0.0886126	0.381185	0.114166
-0.0935661	0.381443	0.113045
-0.098511	0.381652	0.111977
-0.103447	0.381812	0.110959
-0.108375	0.381923	0.10999
-0.113294	0.381985	0.109067
-0.118205	0.381998	0.108187
-0.123107	0.381962	0.107348
-0.128	0.381877	0.106548
-0.132884	0.381742	0.105786
-0.137759	0.381558	0.105058
-0.142625	0.381325	0.104364
-0.147482	0.381042	0.103702
-0.15233	0.38071	0.103071
-0.157167	0.380328	0.102468
-0.161995	0.379897	0.101892
-0.166813	0.379416	0.101341
-0.171621	0.378885	0.100816
-0.176418	0.378305	0.100313
-0.181204	0.377675	0.0998331
-0.185979	0.376995	0.0993737
-0.190743	0.376265	0.0989343
-0.195495	0.375485	0.0985137
-0.200235	0.374655	0.098111
-0.204962	0.373776	0.0977254
-0.209677	0.372846	0.0973559
-0.214379	0.371866	0.0970018
-0.219068	0.370836	0.0966622
-0.223743	0.369757	0.0963364
-0.228404	0.368627	0.0960237
-0.233051	0.367447	0.0957235
-0.237682	0.366217	0.0954351
-0.242299	0.364937	0.095158
-0.2469	0.363607	0.0948915
-0.251485	0.362226	0.0946351
-0.256053	0.360796	0.0943884
-0.260605	0.359316	0.0941508
-0.26514	0.357785	0.0939219
-0.269657	0.356205	0.0937012
-0.274156	0.354574	0.0934883
-0.278637	0.352894	0.0932829
-0.283098	0.351164	0.0930846
-0.287541	0.349384	0.092893
-0.291964	0.347554	0.0927078
-0.296366	0.345674	0.0925286
-0.300748	0.343744	0.0923553
-0.305109	0.341765	0.0921875
-0.309449	0.339736	0.0920248
-0.313766	0.337658	0.0918672
-0.318062	0.33553	0.0917143
-0.322334	0.333353	0.091566
-0.326583	0.331126	0.0914219
-0.330809	0.32885	0.091282
-0.33501	0.326525	0.0911459
-0.339187	0.324151	0.0910136
-0.343338	0.321728	0.0908848
-0.347465	0.319256	0.0907595
-0.351565	0.316735	0.0906373
-0.355638	0.314166	0.0905183
-0.359685	0.311548	0.0904022
-0.363705	0.308882	0.090289
-0.367697	0.306168	0.0901784
-0.37166	0.303405	0.0900705
-0.375595	0.300594	0.089965
-0.3795	0.297736	0.0898619
-0.383376	0.29483	0.0897611
-0.387222	0.291876	0.0896625
-0.391038	0.288875	0.0895659
-0.394822	0.285827	0.0894714
-0.398575	0.282731	0.0893788
-0.402296	0.279589	0.0892881
-0.405985	0.2764	0.0891992
-0.409641	0.273165	0.089112
-0.413264	0.269883	0.0890265
-0.416853	0.266555	0.0889426
-0.420408	0.263181	0.0888603
-0.423928	0.259761	0.0887794
-0.427414	0.256296	0.0887001
-0.430863	0.252786	0.0886221
-0.434278	0.24923	0.0885455
-0.437655	0.245629	0.0884702
-0.440996	0.241984	0.0883963
